,PS Code,Regional code,PS Name,ConstCode,Constituency,District,Region,Address,Location,Latitude,Longitude
3419,C200411,C,NII YEMOTE-ODOI WE. LA,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,NII YEMOTE-ODOI WE. LA LA DADE-KOTOPON GREATER ACCRA,"La Dade-Kotopon, Greater Accra",5.5954,-0.14016
3420,C200412,C,APAI-TSE WE. LA,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,APAI-TSE WE. LA LA DADE-KOTOPON GREATER ACCRA,"La Dade-Kotopon, Greater Accra",5.5954,-0.14016
3421,C200413,C,AGBAWE SHED. LA 1,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,AGBAWE SHED. LA 1 LA DADE-KOTOPON GREATER ACCRA,"Agbawe Road, Accra, La Dade-Kotopon, Greater Accra",5.555721384,-0.173236391
3422,C200414,C,AGBAWE SHED. LA  2,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,AGBAWE SHED. LA  2 LA DADE-KOTOPON GREATER ACCRA,"Agbawe Road, Accra, La Dade-Kotopon, Greater Accra",5.555721384,-0.173236391
3423,C200415,C,MANDZANO. LA,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,MANDZANO. LA LA DADE-KOTOPON GREATER ACCRA,"La Dade-Kotopon, Greater Accra",5.5954,-0.14016
3424,C200416,C,OKPOTI KUMA WE. LA,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,OKPOTI KUMA WE. LA LA DADE-KOTOPON GREATER ACCRA,"La Dade-Kotopon, Greater Accra",5.5954,-0.14016
3425,C200417,C,KAMANYA. LA,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,KAMANYA. LA LA DADE-KOTOPON GREATER ACCRA,"La Dade-Kotopon, Greater Accra",5.5954,-0.14016
3426,C200501,C,ROMAN CATHOLIC JHS.LA 1,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,ROMAN CATHOLIC JHS.LA 1 LA DADE-KOTOPON GREATER ACCRA,Roman Catholic J. S. S la,5.56506,-0.1529
3427,C200502,C,ROMAN CATHOLIC JHS.LA 2,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,ROMAN CATHOLIC JHS.LA 2 LA DADE-KOTOPON GREATER ACCRA,Roman Catholic J. S. S la,5.56506,-0.1529
3428,C200503,C,ADOBEL PORK JOINT. LA,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,ADOBEL PORK JOINT. LA LA DADE-KOTOPON GREATER ACCRA,"La Dade-Kotopon, Greater Accra",5.5954,-0.14016
3429,C200504,C,TOO YELE KOO. LA,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,TOO YELE KOO. LA LA DADE-KOTOPON GREATER ACCRA,"La Dade-Kotopon, Greater Accra",5.5954,-0.14016
3430,C200505,C,ROMAN CATHOLIC MIDDLE SCHOOL. LA,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,ROMAN CATHOLIC MIDDLE SCHOOL. LA LA DADE-KOTOPON GREATER ACCRA,Roman Catholic Middle School la,5.56484,-0.1523
3431,C200506,C,HUMPHREY PARK. LA 1,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,HUMPHREY PARK. LA 1 LA DADE-KOTOPON GREATER ACCRA,Humphrey Park-la,5.56616,-0.15597
3432,C200507,C,HUMPHREY PARK. LA 2,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,HUMPHREY PARK. LA 2 LA DADE-KOTOPON GREATER ACCRA,Humphrey Park-la,5.56616,-0.15597
3433,C200508,C,"NATIVITY PRESBY BASIC SCHOOL, LA. 1",C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,"NATIVITY PRESBY BASIC SCHOOL, LA. 1 LA DADE-KOTOPON GREATER ACCRA","La Dade-Kotopon, Greater Accra",5.5954,-0.14016
3434,C200509,C,"NATIVITY PRESBY BASIC SCHOOL, LA. 2",C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,"NATIVITY PRESBY BASIC SCHOOL, LA. 2 LA DADE-KOTOPON GREATER ACCRA","La Dade-Kotopon, Greater Accra",5.5954,-0.14016
3435,C200510,C,"NATIVITY PRESBY BASIC SCHOOL, LA. 3",C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,"NATIVITY PRESBY BASIC SCHOOL, LA. 3 LA DADE-KOTOPON GREATER ACCRA","La Dade-Kotopon, Greater Accra",5.5954,-0.14016
3436,C200511,C,JUSTICE OLLENU MEMORIAL SCH.. LA,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,JUSTICE OLLENU MEMORIAL SCH.. LA LA DADE-KOTOPON GREATER ACCRA,"La Dade-Kotopon, Greater Accra",5.5954,-0.14016
3437,C200512,C,HAVANA PARK. LA 1,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,HAVANA PARK. LA 1 LA DADE-KOTOPON GREATER ACCRA,Havana Park,5.56905,-0.15271
3438,C200513,C,HAVANA PARK. LA  2,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,HAVANA PARK. LA  2 LA DADE-KOTOPON GREATER ACCRA,Havana Park,5.56905,-0.15271
3439,C200514,C,APOSTOLIC CH. GEORGE WASHINGTON. LA,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,APOSTOLIC CH. GEORGE WASHINGTON. LA LA DADE-KOTOPON GREATER ACCRA,"La Dade-Kotopon, Greater Accra",5.5954,-0.14016
3440,C200515,C,KOJO SARDINE OLD ACCRA TROTRO STATION. LA,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,KOJO SARDINE OLD ACCRA TROTRO STATION. LA LA DADE-KOTOPON GREATER ACCRA,Kojo Sardine Old Accra Trotro Station,5.56857,-0.15606
3441,C200516,C,CATERPILLAR PARK. LA,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,CATERPILLAR PARK. LA LA DADE-KOTOPON GREATER ACCRA,"La Dade-Kotopon, Greater Accra",5.5954,-0.14016
3442,C200517,C,BISAGOMA CLUB. LA,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,BISAGOMA CLUB. LA LA DADE-KOTOPON GREATER ACCRA,"La Dade-Kotopon, Greater Accra",5.5954,-0.14016
3443,C200601,C,NEW LIFE PREP. SCH.. LA  1,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,NEW LIFE PREP. SCH.. LA  1 LA DADE-KOTOPON GREATER ACCRA,"La Dade-Kotopon, Greater Accra",5.5954,-0.14016
3444,C200602,C,NEW LIFE PREP. SCH.. LA   2,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,NEW LIFE PREP. SCH.. LA   2 LA DADE-KOTOPON GREATER ACCRA,"La Dade-Kotopon, Greater Accra",5.5954,-0.14016
3445,C200603,C,VREDES PRESBY CHURCH. LA,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,VREDES PRESBY CHURCH. LA LA DADE-KOTOPON GREATER ACCRA,"La Dade-Kotopon, Greater Accra",5.5954,-0.14016
3446,C200604,C,T CLUB. KOTEY MAME. LA,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,T CLUB. KOTEY MAME. LA LA DADE-KOTOPON GREATER ACCRA,"La Dade-Kotopon, Greater Accra",5.5954,-0.14016
3447,C200605,C,PENTECOST CHURCH HQ. LA,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,PENTECOST CHURCH HQ. LA LA DADE-KOTOPON GREATER ACCRA,"La Dade-Kotopon, Greater Accra",5.5954,-0.14016
3448,C200606,C,"TEBULESE, LA",C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,"TEBULESE, LA LA DADE-KOTOPON GREATER ACCRA","La Dade-Kotopon, Greater Accra",5.5954,-0.14016
3449,C200607,C,ATAA-NAMOALE. LA 1,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,ATAA-NAMOALE. LA 1 LA DADE-KOTOPON GREATER ACCRA,"La Dade-Kotopon, Greater Accra",5.5954,-0.14016
3450,C200608,C,ATAA-NAMOALE. LA  2,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,ATAA-NAMOALE. LA  2 LA DADE-KOTOPON GREATER ACCRA,"La Dade-Kotopon, Greater Accra",5.5954,-0.14016
3451,C200609,C,HIS MAJESTY HOTEL PARK. LA,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,HIS MAJESTY HOTEL PARK. LA LA DADE-KOTOPON GREATER ACCRA,His Majesty Hotel,5.5681,-0.1466
3452,C200610,C,KOJO-ABESEMAN. LA 1,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,KOJO-ABESEMAN. LA 1 LA DADE-KOTOPON GREATER ACCRA,"La Dade-Kotopon, Greater Accra",5.5954,-0.14016
3453,C200611,C,KOJO-ABESEMAN. LA 2,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,KOJO-ABESEMAN. LA 2 LA DADE-KOTOPON GREATER ACCRA,"La Dade-Kotopon, Greater Accra",5.5954,-0.14016
3454,C200612,C,KOFORIDUA HOUSE. LA,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,KOFORIDUA HOUSE. LA LA DADE-KOTOPON GREATER ACCRA,Koforidua House,5.56875,-0.14978
3455,C200613,C,GAKU BASIC SCH.. LA,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,GAKU BASIC SCH.. LA LA DADE-KOTOPON GREATER ACCRA,"La Dade-Kotopon, Greater Accra",5.5954,-0.14016
3456,C200614,C,EPP BOOKSHOP. TRADE FAIR. LA 1,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,EPP BOOKSHOP. TRADE FAIR. LA 1 LA DADE-KOTOPON GREATER ACCRA,"La Dade-Kotopon, Greater Accra",5.5954,-0.14016
3457,C200615,C,EPP BOOKSHOP. TRADE FAIR. LA 2,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,EPP BOOKSHOP. TRADE FAIR. LA 2 LA DADE-KOTOPON GREATER ACCRA,"La Dade-Kotopon, Greater Accra",5.5954,-0.14016
3458,C200616,C,LANTEY GEORGE WE. LA,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,LANTEY GEORGE WE. LA LA DADE-KOTOPON GREATER ACCRA,"La Dade-Kotopon, Greater Accra",5.5954,-0.14016
3459,C200617,C,ASSEMBLYMAN?S HOUSE. TSEADDO,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,ASSEMBLYMAN?S HOUSE. TSEADDO LA DADE-KOTOPON GREATER ACCRA,"La Dade-Kotopon, Greater Accra",5.5954,-0.14016
3460,C200618,C,TSEADDO LAST STOP LORRY STATION,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,TSEADDO LAST STOP LORRY STATION LA DADE-KOTOPON GREATER ACCRA,"La Dade-Kotopon, Greater Accra",5.5954,-0.14016
3461,C200619,C,NEXT PAGE INT. SCH.. TSEADDO,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,NEXT PAGE INT. SCH.. TSEADDO LA DADE-KOTOPON GREATER ACCRA,"La Dade-Kotopon, Greater Accra",5.5954,-0.14016
3462,C200620,C,LAMPTEY AWUSAH RESIDENCE. TSEADDO,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,LAMPTEY AWUSAH RESIDENCE. TSEADDO LA DADE-KOTOPON GREATER ACCRA,Lamptey Awusah Residence,5.57715,-0.14079
3463,C200621,C,CONTAINER. TSEADDO,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,CONTAINER. TSEADDO LA DADE-KOTOPON GREATER ACCRA,"La Dade-Kotopon, Greater Accra",5.5954,-0.14016
3464,C200622,C,GLOBAL EVANGELICAL CHURCH. TSEADDO,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,GLOBAL EVANGELICAL CHURCH. TSEADDO LA DADE-KOTOPON GREATER ACCRA,Gobal Evangelical Church,5.57804,-0.13745
3465,C200623,C,MAMA JULIET?S ROYAL MIRACLE CENTRE. TSEADDO,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,MAMA JULIET?S ROYAL MIRACLE CENTRE. TSEADDO LA DADE-KOTOPON GREATER ACCRA,Mama Juliets Royal Miracle Centre,5.5736,-0.13727
3466,C200624,C,ZENITH UNIVERSITY COLLEGE. LA,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,ZENITH UNIVERSITY COLLEGE. LA LA DADE-KOTOPON GREATER ACCRA,Zenith Univeristy College,5.57266,-0.14429
3467,C200625,C,TSE-ADDO KWAKU,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,TSE-ADDO KWAKU LA DADE-KOTOPON GREATER ACCRA,"La Dade-Kotopon, Greater Accra",5.5954,-0.14016
3468,C200626,C,"Fireman's House, Tseaddo",C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,"Fireman's House, Tseaddo LA DADE-KOTOPON GREATER ACCRA","La Dade-Kotopon, Greater Accra",5.5954,-0.14016
3469,C200627,C,LIVING HOPE CHURCH. TSEADDO,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,LIVING HOPE CHURCH. TSEADDO LA DADE-KOTOPON GREATER ACCRA,"La Dade-Kotopon, Greater Accra",5.5954,-0.14016
3470,C200628,C,KONEY-TSURU. LA,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,KONEY-TSURU. LA LA DADE-KOTOPON GREATER ACCRA,"La Dade-Kotopon, Greater Accra",5.5954,-0.14016
3471,C200629,C,E.P. CHURCH. LA MAIN CEMETERY,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,E.P. CHURCH. LA MAIN CEMETERY LA DADE-KOTOPON GREATER ACCRA,La Cemetery,5.57447,-0.14869
3472,C200630,C,"PRESBYTERIAN CHURCH, (HOSANNA) TSEADDO",C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,"PRESBYTERIAN CHURCH, (HOSANNA) TSEADDO LA DADE-KOTOPON GREATER ACCRA",La Bethel Presbyterian Church,5.56183,-0.15793
3473,C200701,C,TEACHER MENSAH. LA,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,TEACHER MENSAH. LA LA DADE-KOTOPON GREATER ACCRA,"La Dade-Kotopon, Greater Accra",5.5954,-0.14016
3474,C200702,C,CHRISTIAN HESSE'S HOUSE. LA,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,CHRISTIAN HESSE'S HOUSE. LA LA DADE-KOTOPON GREATER ACCRA,"La Dade-Kotopon, Greater Accra",5.5954,-0.14016
3475,C200703,C,"OLD GRACE JONES HOTEL, KOJO SARDINE, LA",C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,"OLD GRACE JONES HOTEL, KOJO SARDINE, LA LA DADE-KOTOPON GREATER ACCRA","La Dade-Kotopon, Greater Accra",5.5954,-0.14016
3476,C200704,C,ROYAL PREPARATORY JHS. LA,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,ROYAL PREPARATORY JHS. LA LA DADE-KOTOPON GREATER ACCRA,Royal Preparatory J. S. S,5.57072,-0.1562
3477,C200705,C,AJOODA CARPENTRY SHOP. LA,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,AJOODA CARPENTRY SHOP. LA LA DADE-KOTOPON GREATER ACCRA,"La Dade-Kotopon, Greater Accra",5.5954,-0.14016
3478,C200706,C,KOJO SARDINE TROTRO STATION. LA 1,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,KOJO SARDINE TROTRO STATION. LA 1 LA DADE-KOTOPON GREATER ACCRA,Kojo Sardine Old Accra Trotro Station,5.56857,-0.15606
3479,C200707,C,KOJO SARDINE TROTRO STATION. LA 2,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,KOJO SARDINE TROTRO STATION. LA 2 LA DADE-KOTOPON GREATER ACCRA,Kojo Sardine Old Accra Trotro Station,5.56857,-0.15606
3480,C200708,C,POWERHOUSE. LA,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,POWERHOUSE. LA LA DADE-KOTOPON GREATER ACCRA,"La Dade-Kotopon, Greater Accra",5.5954,-0.14016
3481,C200709,C,BETHANY APOSTOLIC CHURCH. LA,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,BETHANY APOSTOLIC CHURCH. LA LA DADE-KOTOPON GREATER ACCRA,Bethany Apostolic Church,5.57217,-0.15822
3482,C200710,C,CHRIST APOSTOLIC CHURCH. LA,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,CHRIST APOSTOLIC CHURCH. LA LA DADE-KOTOPON GREATER ACCRA,Christ Apostolic Church-la Central,5.57372,-0.159
3483,C200711,C,BROTHERHOOD CHURCH. LA,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,BROTHERHOOD CHURCH. LA LA DADE-KOTOPON GREATER ACCRA,"La Dade-Kotopon, Greater Accra",5.5954,-0.14016
3484,C200712,C,DIVINE WISDOM PREP. SCHOOL. LA,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,DIVINE WISDOM PREP. SCHOOL. LA LA DADE-KOTOPON GREATER ACCRA,"La Dade-Kotopon, Greater Accra",5.5954,-0.14016
3485,C200713,C,OLD ZION CHOP BAR. LA,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,OLD ZION CHOP BAR. LA LA DADE-KOTOPON GREATER ACCRA,"La Dade-Kotopon, Greater Accra",5.5954,-0.14016
3486,C200714,C,SUNSET LAUNDRY. LA,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,SUNSET LAUNDRY. LA LA DADE-KOTOPON GREATER ACCRA,Sunset Laundry,5.56895,-0.16625
3487,C200715,C,"AMALIA, APAAPA, LA",C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,"AMALIA, APAAPA, LA LA DADE-KOTOPON GREATER ACCRA","La Dade-Kotopon, Greater Accra",5.5954,-0.14016
3488,C200716,C,SOWAH?S GIFT SCHOOL. LA,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,SOWAH?S GIFT SCHOOL. LA LA DADE-KOTOPON GREATER ACCRA,Sowah's Gift School,5.56721,-0.16296
3489,C200717,C,"NII MAALE'S HOUSE, LA",C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,"NII MAALE'S HOUSE, LA LA DADE-KOTOPON GREATER ACCRA","La Dade-Kotopon, Greater Accra",5.5954,-0.14016
3490,C200718,C,NII ADJETEY OKANTEY WE. LA,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,NII ADJETEY OKANTEY WE. LA LA DADE-KOTOPON GREATER ACCRA,"La Dade-Kotopon, Greater Accra",5.5954,-0.14016
3491,C200719,C,AMEN HOUSE. LA 1,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,AMEN HOUSE. LA 1 LA DADE-KOTOPON GREATER ACCRA,Amen House,5.5626,-0.15976
3492,C200720,C,AMEN HOUSE. LA  2,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,AMEN HOUSE. LA  2 LA DADE-KOTOPON GREATER ACCRA,Amen House,5.5626,-0.15976
3493,C200721,C,LOMO'S HOUSE. LA,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,LOMO'S HOUSE. LA LA DADE-KOTOPON GREATER ACCRA,"La Dade-Kotopon, Greater Accra",5.5954,-0.14016
3494,C200722,C,CLEMENCY HOUSE. LA,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,CLEMENCY HOUSE. LA LA DADE-KOTOPON GREATER ACCRA,Clemency House,5.56856,-0.16129
3495,C200723,C,NUUMO OKPOTI DOKU WE. LA,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,NUUMO OKPOTI DOKU WE. LA LA DADE-KOTOPON GREATER ACCRA,"La Dade-Kotopon, Greater Accra",5.5954,-0.14016
3496,C200724,C,AVIATION TRANSMISSION GATE. LA,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,AVIATION TRANSMISSION GATE. LA LA DADE-KOTOPON GREATER ACCRA,Aviation Transmission Gate,5.57484,-0.16536
3497,C200725,C,WIRELESS PRIM. SCH.. LA,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,WIRELESS PRIM. SCH.. LA LA DADE-KOTOPON GREATER ACCRA,"La Dade-Kotopon, Greater Accra",5.5954,-0.14016
3498,C200726,C,WIRELESS JHS. LA,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,WIRELESS JHS. LA LA DADE-KOTOPON GREATER ACCRA,"La Dade-Kotopon, Greater Accra",5.5954,-0.14016
3499,C200727,C,LIBERTY INTERNATIONAL SCH. LA,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,LIBERTY INTERNATIONAL SCH. LA LA DADE-KOTOPON GREATER ACCRA,"La Dade-Kotopon, Greater Accra",5.5954,-0.14016
3500,C200728,C,GHANA WATER & SEWERAGE. LA,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,GHANA WATER & SEWERAGE. LA LA DADE-KOTOPON GREATER ACCRA,Ghana Water & Sewerage,5.57695,-0.15367
3501,C200729,C,TAXI RANK PALMWINE JUNCTION. LA,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,TAXI RANK PALMWINE JUNCTION. LA LA DADE-KOTOPON GREATER ACCRA,"La Dade-Kotopon, Greater Accra",5.5954,-0.14016
3502,C200730,C,NAFTI. LA 1,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,NAFTI. LA 1 LA DADE-KOTOPON GREATER ACCRA,Nafti,5.58356,-0.16328
3503,C200731,C,NAFTI. LA 2,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,NAFTI. LA 2 LA DADE-KOTOPON GREATER ACCRA,Nafti,5.58356,-0.16328
3504,C200732,C,SOUL CLINIC PREPARATORY SCHOOL. LA,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,SOUL CLINIC PREPARATORY SCHOOL. LA LA DADE-KOTOPON GREATER ACCRA,"La Dade-Kotopon, Greater Accra",5.5954,-0.14016
3505,C200733,C,KOJO SARDINE POLICE BARRACKS. LA,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,KOJO SARDINE POLICE BARRACKS. LA LA DADE-KOTOPON GREATER ACCRA,Ghana Police Service-Kojo Sardine Barracks,5.56563,-0.15905
3506,C200734,C,OWULA VICTOR. LA,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,OWULA VICTOR. LA LA DADE-KOTOPON GREATER ACCRA,"La Dade-Kotopon, Greater Accra",5.5954,-0.14016
3507,C200735,C,BIRTHDAY PARK. LA,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,BIRTHDAY PARK. LA LA DADE-KOTOPON GREATER ACCRA,"La Dade-Kotopon, Greater Accra",5.5954,-0.14016
3508,C200801,C,NORTH LABONE POLICE QUARTERS. LA 1,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,NORTH LABONE POLICE QUARTERS. LA 1 LA DADE-KOTOPON GREATER ACCRA,Ghana Police Service-North Labone Quarters,5.55967,-0.16799
3509,C200802,C,NORTH LABONE POLICE QUARTERS. LA 2,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,NORTH LABONE POLICE QUARTERS. LA 2 LA DADE-KOTOPON GREATER ACCRA,Ghana Police Service-North Labone Quarters,5.55967,-0.16799
3510,C200803,C,APAAPA TROTRO STATION. LA,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,APAAPA TROTRO STATION. LA LA DADE-KOTOPON GREATER ACCRA,Apaapa Trotro Station No. 1,5.56739,-0.1638
3511,C200804,C,SHARK MALUU. LA,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,SHARK MALUU. LA LA DADE-KOTOPON GREATER ACCRA,"La Dade-Kotopon, Greater Accra",5.5954,-0.14016
3512,C200805,C,SAHARA GATE. APAAPA-LA,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,SAHARA GATE. APAAPA-LA LA DADE-KOTOPON GREATER ACCRA,"La Dade-Kotopon, Greater Accra",5.5954,-0.14016
3513,C200806,C,THE DIVINE HEALER'S CH. APAAPA-LA,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,THE DIVINE HEALER'S CH. APAAPA-LA LA DADE-KOTOPON GREATER ACCRA,"La Dade-Kotopon, Greater Accra",5.5954,-0.14016
3514,C200807,C,LABONE SHS,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,LABONE SHS LA DADE-KOTOPON GREATER ACCRA,"Labone Crescent, Accra, La Dade-Kotopon, Greater Accra",5.568666973,-0.172491886
3515,C200808,C,LA GIRLS' SCHOOL 1,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,LA GIRLS' SCHOOL 1 LA DADE-KOTOPON GREATER ACCRA,L A Girls School,5.56404,-0.16597
3516,C200809,C,LA GIRLS' SCHOOL 2,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,LA GIRLS' SCHOOL 2 LA DADE-KOTOPON GREATER ACCRA,L A Girls School,5.56404,-0.16597
3517,C200810,C,LA PRESBY SCHOOL 1,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,LA PRESBY SCHOOL 1 LA DADE-KOTOPON GREATER ACCRA,L A Presby Secondary School,5.56125,-0.16058
3518,C200811,C,LA PRESBY SCHOOL 2,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,LA PRESBY SCHOOL 2 LA DADE-KOTOPON GREATER ACCRA,L A Presby Secondary School,5.56125,-0.16058
3519,C200812,C,LA COMMUNITY BANK,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,LA COMMUNITY BANK LA DADE-KOTOPON GREATER ACCRA,La Community Bank,5.55978,-0.15877
3520,C200813,C,LA ENOBAL SCHOOL,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,LA ENOBAL SCHOOL LA DADE-KOTOPON GREATER ACCRA,L A Enobal School,5.56382,-0.16113
3521,C200814,C,ST. PAULS JHS. LA,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,ST. PAULS JHS. LA LA DADE-KOTOPON GREATER ACCRA,"La Dade-Kotopon, Greater Accra",5.5954,-0.14016
3522,C200815,C,REFQUAH ELECTRICAL LTD. LA,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,REFQUAH ELECTRICAL LTD. LA LA DADE-KOTOPON GREATER ACCRA,"La Dade-Kotopon, Greater Accra",5.5954,-0.14016
3523,C200816,C,KOJO PREMPEH HOUSE. LA,C2001,DADEKOTOPON,LA DADE-KOTOPON,GREATER ACCRA,KOJO PREMPEH HOUSE. LA LA DADE-KOTOPON GREATER ACCRA,Kojo Prempeh House,5.56066,-0.16394
